Unnamed: 0.1,Unnamed: 0,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Decade,Movie_continent,Grouped_genres,Plot_summary,level_0,vietnam,cold_war,irak_war,ww2,technology,economy,health,gender_equality,migration,year
8243,15925,26364940,/m/0bbx9xn,Trapped by Television,1936.0,,62.0,['English Language'],['United States of America'],"['Drama', 'Science Fiction', 'Screwball comedy', 'Comedy-drama', 'Romance Film']",1930.0,North America,"['Comedy', 'Science Fiction', 'Romance', 'Drama']",inventor working latest creation new form television monitor camera struggling complete invention due lack funds monetary problems compounded aggressive bill collector looking payments competition rival scientist organized crime figures added mix desperation level rises intrepid inventor,35821.0,0.09987094,0.17051008,0.124684386,0.14356217,1,0.17789158,0.13015161,-0.010946076,-0.0063696587,1936.0
8373,16168,28332360,/m/0cnz9t2,Zítra vstanu a opařím se čajem,1977.0,,90.0,[],[],"['Comedy film', 'Science Fiction']",1970.0,Unknown,"['Comedy', 'Science Fiction']",near future technology enabling time travel developed commercial use group aging former Nazis conspires alter results Second World War traveling back time supplying Adolf Hitler hydrogen bomb end bribe corrupt time machine pilot Karel agrees assist day scheduled journey Karel chokes croissant dies identical twin brother Jan cannot bring tell Karels fiancée Eva begins impersonate Karl also later mistaken Karel Nazis stumbles along plot designer rocketship time machine able pilot ship take back time realizes nature Nazis plans Jan resolves prevent success triggering several paradoxes travelling back forth time manages defeat Nazis resolve consequences twins death,17019.0,0.11223447,0.16147867,0.11508043,0.2988113,1,0.12754938,0.061177224,0.08735556,0.19533387,1977.0
8754,16899,26408975,/m/0bbx92d,A.P.E.X.,1994.0,,98.0,['English Language'],['United States of America'],['Science Fiction'],1990.0,North America,['Science Fiction'],Expand section film begins year 2073 Nicholas Sinclair timetravel research colleagues dying unknown virus travels back 1973 time warp find retrieve defective robotic probe real trouble begins colleagues send probe creates time paradox causes alternate timeline develop humanity wiped virus also waging war neverending supply robots robots actually APEX extermination units constantly sent back erase paradoxical timeline,12628.0,0.17960867,0.21341383,0.066641085,0.32659155,1,0.15869825,0.110642925,0.077158876,0.14383848,1994.0
10843,20946,24003402,/m/04j2klf,The Unborn II,1994.0,,83.0,[],['United States of America'],"['Monster movie', 'Science Fiction', 'Horror']",1990.0,North America,"['Science Fiction', 'Monster', 'Horror']",fertility experiment gone awry created least several disfigured children extremely high IQs woman treatment making mission kill mutants one one destroy humankind One mutant childs mother trying save deformed child pursuer baby leaves path destruction wakeUnborn II,37885.0,0.19467089,0.23529129,0.14869237,0.31678137,1,0.11529165,0.2833765,0.24516979,0.124266416,1994.0
11573,22370,31644556,/m/091m5df,Television Spy,1939.0,,58.0,['English Language'],['United States of America'],"['Action', 'Spy']",1930.0,North America,"['Action/Adventure', 'Spy']",scientist invents television called Iconoscope thieves try steal Ironically term iconoscope used real life certain television vacuum tubes,4505.0,0.083451234,0.17537242,0.052591614,0.13735807,1,0.11150961,0.108769774,0.03768173,0.06405898,1939.0
12626,24328,31093288,/m/0gh9077,Prince Vaali,2011.0,,,[],[],"['Science Fiction', 'Action', 'Fantasy', 'Adventure']",2010.0,Unknown,"['Action/Adventure', 'Science Fiction', 'Fantasy']",technologically advanced race far away constellation arrives ancient Earth gain supremacy maintain control mother Earth twelve mighty tribes Garuda Gandharva Yaksha Kinnera Kimpurusha Naga Vanara Vidhyadhara Valikilya Deva Pisacha Rakshasa ruling different parts ancient Earth must unite leadership recluse arrogant demigod Vaalicite web,12070.0,0.14500648,0.19699396,0.18653835,0.1322167,1,0.14107604,0.08613424,0.10575567,0.15509966,2011.0
13209,25433,22047047,/m/05p01ys,The Terminators,2009.0,,90.0,['English Language'],['United States of America'],"['Science Fiction', 'Action', 'Indie']",2000.0,North America,"['Indie', 'Action/Adventure', 'Science Fiction']",film takes place undetermined point future humanity developed advanced robotic technology enhanced artificial intelligence includes use cybernetic organisms general labor unknown reasons machines instigate cybernetic revolt humanity bombing cities sending thousands armed identical TR4 cyborgs eradicate human life band survivors led smalltown Sheriff Reed locates functioning shuttle flies orbiting space station effort find way shut TRs remotely,25657.0,0.18083008,0.17204869,0.10191354,0.22796562,1,0.14990042,0.11029905,0.122914076,0.1306397,2009.0
13737,26480,23995373,/m/07k6778,Ghost Patrol,1936.0,,56.0,['English Language'],['United States of America'],"['Action/Adventure', 'Western', 'Black-and-white']",1930.0,North America,"['Black-and-white', 'Western', 'Action/Adventure']",scientific genius invented machine capable causing planes crash uses planes loaded valuables Various characters become involved conspiracies double crosses attempt stop,36460.0,0.15826468,0.1621522,0.08918284,0.24493349,1,0.13149267,0.10593994,0.033815823,0.06673291,1936.0
13830,26641,29054588,/m/0dgpppg,Aditya 369,1991.0,,,['Telugu language'],['India'],['Science Fiction'],1990.0,Asia,['Science Fiction'],movie begins scientist Prof Ramdas vigorous experiments invent Time Machine home laboratory tremendous effort eventually becomes successful daughter Hema played Mohini fiancée Krishna Kumar accidentally get time machine visit past another instance couple gets ended fictional Future set Time Machine world get destroyed radiation effect end Third World War movie developed inspired lines back future movies well made regards originality regionalism story revolves around one important aspect Krishnadeva Rayas Empire diamond highly secured museum high profile thief Raja Verma queer hobby burglary expensive diamonds world museums makes attempt rob diamond present time witnessed school kid Hemas cousin school excursion museum trapped inside museum happens see robbery happening front eyes kid manages escape robbers gets rescued museum Krishna Kumar rest plot many twists turns contributes films visual treat laugh riot,38217.0,0.11766395,0.14516598,0.020572424,0.21624698,1,0.20523451,0.08554091,0.12637211,0.110105366,1991.0
13912,26817,5469422,/m/0dn8lk,The Poof Point,2001.0,,90.0,['English Language'],['United States of America'],"['Science Fiction', 'Family Film', 'Comedy', ""Children's/Family""]",2000.0,North America,"['Family', 'Comedy', 'Children', 'Science Fiction']",Two scientists invent time machine critical part falls time machine get test Nothing seems happen first wake next day regressing age kids Marie Eddie seem notice something strange going judging behavior Soon enough children realize machine changed parents parents gradually get younger kids notice fish parents experimenting earlier seemed disappear growing younger poof sorts point something ceases exist thus becomes known poof point kids know get parents machine reverse effect way parents poof away,3175.0,0.05413431,0.09169609,0.03594984,0.16565332,1,0.12036008,0.16326304,0.16513023,0.07898317,2001.0
14028,27040,4343377,/m/0by4zy,Cyborg 2,1993.0,,99.0,['English Language'],['United States of America'],"['Science Fiction', 'Action']",1990.0,North America,"['Action/Adventure', 'Science Fiction']",year 2074 cybernetics market dominated two rival companies USAs Pinwheel Robotics Japans Kobayashi Electronics Cyborgs commonplace used anything soldiers prostitutes Casella Reese protoype cyborg developed corporate espionage assassination filled liquid explosive called Glass Shadow Pinwheel plans eliminate entire Kobayashi board directors using Casella Casella programmed mimic human senses emotions fear love pain hate Guided renegade prototype cyborg Mercy communicate electronic device combat trainer Colton Ricks escape Pinwheel facility avoid selfdestruction something corporate espionage cyborgs face Theyre relentlessly pursued Pinwheels hired killer Daniel Bench,32833.0,0.1551774,0.23962413,0.13321286,0.27306238,1,0.24058461,0.11078496,0.11519852,0.096011594,1993.0
14301,27552,36694582,/m/06ztc8_,Zombie Massacre,2010.0,,,['English Language'],['United States of America'],"['Zombie Film', 'Horror']",2010.0,North America,"['Zombie Film', 'Horror']",government begins experimenting bacteriological weapon small town Eastern Europe disaster occurs weapon spreads effects citizens area turning mutated zombies cover exposure make look like nuclear meltdown team contracted mercenaries sent wipe zombie plague secure accident facing infected hordehttpwwwsearchmytrashcomarticlescarlwharton2871229shtmlhttpwwwimdbcomtitlett2081438plotsummary,18957.0,0.27147877,0.25275087,0.20473666,0.34850714,1,0.16862175,0.3001759,0.1369639,0.11499485,2010.0
16762,32353,444061,/m/02961b,Idaho Transfer,1973.0,,86.0,['English Language'],['United States of America'],"['Science Fiction', 'Time travel']",1970.0,North America,"['Time travel', 'Science Fiction']",Teenager Karen Braden troubled mental hospital outpatient taken father George sister Isa government facility near Craters Moon lava fields Idaho project commissioned develop matter transference made different discovery time travel also discovered mysterious ecological catastrophe soon wipe civilization time travel process negative health effects though Adults much older 20 unable survive long kidneys hemorrhage shortly experience scientists decide send young people 56 years future build new civilization government takes project transfer machines turned trapping large number project members future trapped begin exploring future world,30226.0,0.21361099,0.17453817,0.12438526,0.15510842,1,0.10179114,0.27073592,0.08491737,0.2578019,1973.0
17074,32943,31718044,/m/0gmg8ls,Doctor Ahrendt's Decision,1960.0,,81.0,['German Language'],['German Democratic Republic'],['Drama'],1960.0,Europe,['Drama'],Dr Ahrendt developed new model iron smelter invention fails produce required results begins doubt even considered liar However workers factory determined achieve goals set forth together scientist manage prove machine used planned,28230.0,0.04853465,0.14025265,0.07160489,0.17915097,1,0.13795762,0.18091422,0.1049608,0.051606055,1960.0
17364,33491,24313378,/m/07sb0pj,Tin Man,1983.0,,89.0,['English Language'],['United States of America'],['Drama'],1980.0,North America,['Drama'],young auto mechanic born deaf invents computer hear speak others attempts patent invention taken advantage selfserving salesman,26271.0,0.1549504,0.11964372,0.061700374,0.121126436,1,0.1652693,0.16805273,0.049623504,0.0275312,1983.0
18222,35181,29460128,/m/0drzhrn,Prime Risk,1985.0,,98.0,['English Language'],['United States of America'],['Drama'],1980.0,North America,['Drama'],female engineer assistance pilotwannabe male friend discovers way rip automated teller machines stumbles upon plot destroy US monetary system,28193.0,0.06457278,0.06625172,0.103948444,0.13440652,1,0.25547162,0.053435504,0.23181118,0.061143886,1985.0
18963,36628,31087319,/m/0gg9r2y,Tayaramma Bangarayya,1979.0,,,['Telugu language'],['India'],['Drama'],1970.0,Asia,['Drama'],film goodsamaritan couple Tayaramma Bangarayya try repair marriages young couples successfully social responsibility contrasting personalities Aruna Vani Sangeetha get married problems married life husbands Chandra Mohan Ranganath respectively Tayaramma Bangarayya step,8806.0,0.13148235,0.08753428,0.115748145,0.078078866,1,0.19616835,0.21430776,0.2738137,0.08094081,1979.0
20705,40115,8538374,/m/02772bj,The Last Mimzy,2007.0,27297450.0,97.0,"['English Language', 'Spanish Language']",['United States of America'],"['Science Fiction', 'Adventure', ""Children's/Family"", 'Fantasy', ""Children's Fantasy"", 'Family Film']",2000.0,North America,"['Fantasy', 'Science Fiction', 'Children', 'Action/Adventure', 'Family']",Presented flashback Last Mimzy story distant futures attempt avert catastrophic ecological disaster destroyed world High tech devices masquerading toys sent back time hands Noah Emma two children live parents Jo David early 21st century Seattle toys mostly incomprehensible Emma Noah Chris ONeil except appears stuffed rabbit named Mimzy Sensing strangeness devices children initially keep discovery secret parents Interaction devices causes children develop increased intelligence psychic capabilities including telepathy levitation telekinesis realize mandala teleportation ability communicate arthropods Emma becomes emotionally attached Mimzy learns operate devices bond Mimzy Emma develops unique abilities brother one siblings display abnormal increase intelligencebrain activity telekinesis levitation precognition telepathy Emma also one use Spinners strange spinning floating rocks produce force field Noahs abilities increased intelligence communication arthropods telepathy one point Noah seems somewhat envious sisters prowess reveals even though Chosen One Engineer cannot build bridge future without childrens unusual abilities Emmas obsessive attachment Mimzy soon alert parents schoolteachers devices later power blackout half state Washington caused toys alerts FBI activities well family held questioning Special Agent Nathaniel Broadman revealed Mimzy actually advanced form artificial life utilizing nanotechnology created Intel Mimzy brought message humanitys future Emma explains mean pollution corrupted humanitys DNA Many rabbits like Mimzy sent past none successfully returned Mimzy last one remaining reason Mimzys deaths revealed Chosen Ones Emma Engineers help build bridge across time afraid attempt Mimzy explains children must use toys time machine return future uncorrupted 21st century DNA people future use correct damage DNA caused ecological problems Despite attempts unbelieving FBI hinder Noah Emma use psychic powers escape Mimzy objects able activate time portal Mimzy return future Fortunately Mimzy carries tear Emmas thus providing pure DNA required prevent disaster Emma almost sucked future Mimzy Noah grabs Emmas foot pulls Mimzy sent time new future Emma revered mother present generations children teacher narrated movie exhibit psychic gifts Emma developed world become beautiful place presumed humanity integrated better constructed ecosystems story ends Emmas teacher calling Emma class asking break Emma smiles,4150.0,-0.06635624,0.0010479894,0.047712643,0.15451941,1,0.07673237,0.1533105,0.099954806,0.12437671,2007.0
20735,40184,28492979,/m/0crgb1y,Bunarman,2003.0,,30.0,['English Language'],['Croatia'],"['Short Film', 'Documentary']",2000.0,Europe,"['Short Film', 'Documentary']",films protagonist master dying trade excavates wells without using machines relying hand tools approach highly demanding physically also requires wellthought methods resourcefulnesshttpwwwistvanciccombunarmanhtm hr icon,29213.0,0.13253847,0.02449822,0.12924753,0.19848034,1,0.23373994,0.2019938,0.022216797,0.1438742,2003.0
20881,40443,1514063,/m/057465,Nude on the Moon,1961.0,,70.0,['English Language'],['United States of America'],"['Parody', 'Science Fiction', 'Comedy', 'Sexploitation']",1960.0,North America,"['Sex', 'Comedy', 'Science Fiction', 'Parody']",Working large sum inherited money two scientists build rocket take Moon discover Moons surface covered lush tropical vegetation giant golden nuggets astronauts soon captured however colony telepathic lunar nudists Much film deals mens efforts collect data documenting discovery well burgeoning romance younger two astronauts queen Moon people return realise important evidence camera left behind,2571.0,0.19567652,0.22196269,0.084076926,0.2292431,1,0.20241117,0.172016,0.16918252,0.17231391,1961.0
21008,40684,4868957,/m/0crt12,The Story of Mankind,1957.0,,100.0,['English Language'],['United States of America'],"['Science Fiction', 'Historical fiction', 'Fantasy']",1950.0,North America,"['Historical', 'Science Fiction', 'Fantasy']",Scientists developed weapon called Super Hbomb detonated wipe human race entirely High Tribunal Great Court Outer Space called upon decide whether divine intervention allowed stop bombs detonation Devil goes name Mr Scratch prosecutes mankind Spirit Man defends Price Colman allowed take tribunal period time present evidence mankinds salvation damnation take tribunal prehistory Egyptian GrecoRoman medieval Renaissance Enlightenment modern times looking historical figures played host guest stars,17426.0,0.17017172,0.19968897,0.14677367,0.32147616,1,0.060927633,0.15342551,0.17032473,0.058019653,1957.0
21538,41737,23719971,/m/06zs80t,Shadow Fury,2001.0,,92.0,[],['Japan'],"['Thriller', 'Action/Adventure', 'Action', 'Martial Arts Film', 'Japanese Movies']",2000.0,Asia,"['Japanese Movies', 'Thriller', 'Action/Adventure', 'Martial Arts Film']",discovery near future makes possible create genetically engineered enhanced human clones consequence discovery results bioethical chaos order right wrong World Health Organization imposes global ban human cloning activity group scientists Nova Corporation leader cloning research made miraculous advances replication human beings one colleagues mad scientist name Dr Oh creates Obedience Strain allow mind control clones Nova Corp casts revokes license Dr Oh vows revenge three partners Drs Markov Forster Hillier creates clone perfect killing machine Takeru killer ninja clone Meanwhile Nova Corp learns Dr Ohs plan dispatches bounty hunter Madsen destroy Dr Oh Dr Ohs laboratory clones may developed Madsen work cut Takeru loose matter time clone finds,9836.0,0.08552798,0.0699259,0.09525195,0.1817964,1,0.019451695,0.18935438,0.11088988,0.15070897,2001.0
22361,43245,20326141,/m/04_0c6n,K-9000,1991.0,,93.0,['English Language'],['United States of America'],"['Action/Adventure', 'Crime Fiction', 'Science Fiction', 'Television movie']",1990.0,North America,"['Fiction', 'Action/Adventure', 'Science Fiction', 'Television']",beautiful female scientist implants microchip dogs brain help track capture criminals crooks make cybernetic canine teams hardnosed policeman also packing implanted microchip,33052.0,0.09501586,0.16275506,0.08905923,0.07987632,1,0.035621904,0.14322256,0.19324502,0.088641986,1991.0
22748,43993,12347447,/m/02w02ny,Nightmare Weekend,1986.0,,88.0,['English Language'],"['France', 'United States of America', 'United Kingdom']","['Zombie Film', 'B-movie', 'Science Fiction', 'Horror', 'Indie']",1980.0,Europe,"['B-movie', 'Indie', 'Zombie Film', 'Science Fiction', 'Horror']",brilliant professor invents computer machine meant better society However beautiful yet psychotic assistant gets hold manipulates warp peoples minds turn crazed mutants selects three young college girls victims invites professors house weekend torture diabolical experiments Luckily three girls saved heroic woman described Lindas Mother Linda one three victims,13857.0,0.118741475,0.15289122,0.077760704,0.20429075,1,0.1689558,0.20533726,0.26995128,0.08306448,1986.0
23058,44586,350321,/m/01z5hy,Cherry 2000,1987.0,,93.0,['English Language'],['United States of America'],"['Science Fiction', 'Adventure', 'Doomsday film', 'Road movie', 'Cult', 'Apocalyptic and post-apocalyptic fiction', 'Comedy', 'Action', 'Indie']",1980.0,North America,"['Indie', 'Comedy', 'Road', 'Science Fiction', 'Fiction', 'Action/Adventure', 'Cult', 'Doomsday film']",year 2017 robotic technology made tremendous developments female androids used prostitutes substitutes wives time economy world decay Business executive Sam Treadwells David Andrews Cherry 2000 android short circuits sex wet kitchen floor told repairman shes irreparable finding another Cherry android difficult since limited edition removing small optical disk memory old unit Treadwell searches replacement enlisting Edith E Johnson tough tracker guides wasteland postapocalyptic United States leading abandoned manufacturing plant hopes find another Cherry 2000 model Standing way Lester wasteland overlord deranged subordinates,17351.0,0.124573536,0.17065156,0.15416959,0.14265515,1,0.20696796,0.14928937,0.28534675,0.12905437,1987.0
23172,44788,34183993,/m/0h25lcg,The Congress,2013.0,,,['English Language'],['United States of America'],['Science Fiction'],2010.0,North America,['Science Fiction'],story aging actress disabled child agrees large payment full body imaging digitized utilized create digital actress part agreement longer control likeness studio utilize new virtual thespian manner see fit part agreement also forbidden acting ever film explores ramifications new digital actress affects future woman society whole,20670.0,0.088249974,0.066257134,0.10519286,0.06522833,1,0.13000791,0.21855354,0.28281164,0.093284994,2013.0
23333,45107,9246776,/m/0281hvt,"Edison, the Man",1940.0,,107.0,['English Language'],"['United States of America', 'United Kingdom']","['Biographical film', 'Drama', 'Period piece', 'Black-and-white', 'Biopic [feature]']",1940.0,North America,"['Black-and-white', 'Period', 'Drama', 'Biography']",1869 anxious tramp telegraph operator Edison travels New York prompting old friend Bunt Cavatt goes work Mr Els tries persuade financier Mr Taggart fund development inventions Taggart interest financing “green electrical workers” However General Powell president Western Union Edison eventually sells invention Taggart Powell 40000 enabling get married open “invention factory” Menlo Park next years perfects phonograph devoted staff Trouble arises Bunt brags reporters Edison invented electric light Since hasnt yet condemned scientific community Edison “leaves science behind” Herculean trialanderror effort finally succeeds inventing practical electric light subsequent plans light New York hindered Taggart arranges Edison given six months complete entire task Nevertheless Edison finishes job time,27830.0,0.09859605,0.1872001,0.07878707,0.15829223,1,0.17682296,0.07325992,0.06733737,0.10045221,1940.0
23598,45617,28712530,/m/0czdvpj,Men of Steel,1932.0,,71.0,['English Language'],['United Kingdom'],['Drama'],1930.0,Europe,['Drama'],James Harg father work steelmaking plant incompetently run scant attention paid worker safety time Harg works ideas revolutionary new manufacturing process hard steel father badly injured workplace accident resulting employer negligence Harg uses compensation payment develop invention stage tested practice huge success Harg patents process rises position board company staging coup oust former employer take business,8048.0,0.11332459,0.13661209,0.05935578,0.19888204,1,0.20092723,0.24240632,0.14038023,0.09724363,1932.0
24316,46973,36422528,/m/0k8m08g,Nick Carter va tout casser,1964.0,,95.0,['French Language'],"['France', 'Italy']","['Crime Fiction', 'Action', 'Drama', 'Adventure']",1960.0,Europe,"['Fiction', 'Action/Adventure', 'Drama']",Professor Fromentins inventions start new era antiaircraft warfare fighter aircraft hitherto known stands chance trailblazing selfdesigned unmanned aerial vehicles Secret services world determined either obtain Fromentins knowledge make dead sure nobody else Fromentin refuses sell consequently several attempts made life Nick Carter personal interest protecting professor good friend father harder looks professors entourage includes least one traitor international network terrorists eventually conceives plan take advantage situation intend capture professor sell highest bidder Nick Carter apply advanced gadgets sometimes also fists thus refuting criminal tactics scientist continue searching freedom peace,20787.0,0.2118448,0.19282523,0.16136152,0.25327,1,0.18051107,0.1277236,0.1416243,0.08545866,1964.0
24757,47805,15248061,/m/03hn4wc,Social Genocide,2004.0,,118.0,['Spanish Language'],"['France', 'Switzerland', 'Argentina']",['Documentary'],2000.0,Europe,['Documentary'],POV Pretende expose mechanisms catastrophe demonstrating dignity courage millions Argentines struggling sink poverty Fernando E Solanas directs film exposes certainty another world possible face globalization Follow looting Pino Solanas said nothing changed since 2003 charged documentary Memory Plunder plundering resources multinational corporations complicity national governmentfact,30539.0,0.20520411,0.1984138,0.11681263,0.26401913,1,0.3057608,0.16698934,0.18512182,0.14499527,2004.0
25183,48650,30939737,/m/0gg613q,The Private Life of Cinema,2011.0,,240.0,[],[],['Documentary'],2010.0,Unknown,['Documentary'],indepth two part exploration evolution private film industry eyes 50 industry professionals Part one Artists professionals social commercial cinema tell story struggle build private Statefunded film industry Part two Managers politicians professionals talk origins majors funding institutions discuss perverse effects building cultural industry basis performance metrics revenues private profits,24287.0,0.14032641,0.10922851,0.06406743,0.1708745,1,0.31016117,0.085844934,0.17816338,0.17822698,2011.0
25504,49269,9397371,/m/02876lk,Puzzlehead,2006.0,,81.0,['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Horror', 'Indie', 'Psychological thriller', 'Drama']",2000.0,North America,"['Indie', 'Thriller', 'Drama', 'Science Fiction', 'Horror']",Walter scientist living dark world technology outlawed secretly works create selfaware android likeness android named Puzzlehead Walter acts scientists companion connection outside world time developing personality selfawareness manner learning child android maker turn one another Puzzlehead pursues Julia woman know Walter feelings,23587.0,0.15580867,0.23899314,0.08081287,0.24737155,1,0.09347203,0.21533325,0.12603475,0.05574415,2006.0
25641,49511,30880828,/m/0ggbm_s,Alchemy,2005.0,,86.0,[],[],"['Comedy film', 'Romance Film']",2000.0,Unknown,"['Comedy', 'Romance']",university computer scientist tries make woman fall love interactive computer succumbs wellknown lothario professor,12838.0,0.027756833,0.13862528,0.06805121,0.07956174,1,0.17081189,0.1153906,0.2970675,0.0766652,2005.0
