Unnamed: 0.1,Unnamed: 0,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Decade,Movie_continent,Grouped_genres,Plot_summary,level_0,vietnam,cold_war,irak_war,ww2,technology,economy,health,gender_equality,migration,year
26646,51427,13523313,/m/03c85r9,Night Key,1937.0,,68.0,['English Language'],['United States of America'],"['Crime Fiction', 'Mystery', 'Science Fiction', 'Thriller', 'Black-and-white']",1930.0,North America,"['Thriller', 'Science Fiction', 'Mystery', 'Fiction', 'Black-and-white']",inventor burglar alarm attempts get back man stole profits invention goes blind device subverted gangsters apply pressure inventor use device facilitate burglaries,6900.0,0.09933062,0.108193874,0.13172299,0.1500632,1,0.20658058,0.11616304,0.14805445,0.007240733,1937.0
27089,52274,15945267,/m/03qhwlm,Avatar,2004.0,,90.0,['English Language'],['Singapore'],"['Thriller', 'Science Fiction', 'Adventure']",2000.0,Asia,"['Thriller', 'Action/Adventure', 'Science Fiction']",fictional near future nearly everyone identified implanted microchip connected cybernet Criminals use fake chips known SIMs female bounty hunter looking man bought SIM uncovers game manipulate society played leaders five giant corporations,26211.0,0.17591,0.16242644,0.08802895,0.19622824,1,0.18340439,0.14914304,0.108373165,0.08778007,2004.0
27166,52442,27013148,/m/0bs63rn,Chaverpada,2010.0,,,['Malayalam Language'],['India'],[],2010.0,Asia,[nan],Chaverpada tells story group engineering college students Ameer Abhimanyu Vivek Tony developed means voice protests ills gripped todays society testing phase software developed causes unexpected jams traffic signals well well wireless system city youngsters realize trouble cops find incident Police moved college arrest themHowever kidnapped terrorists cops could lay hands Visal Sabhapathi Bala leader N G Commando wing soon called look case rescue students,31437.0,0.20502302,0.22398162,0.1811898,0.18316802,1,0.19097395,0.2310075,0.20575616,0.112127826,2010.0
28662,55380,7088758,/m/0h3lsz,The Movie From the Future,2000.0,,,['English Language'],['United States of America'],"['Science Fiction', 'Comedy']",2000.0,North America,"['Comedy', 'Science Fiction']",Movie Future movie within movie setup watching Unsolved Mysteries type program video tape found crater note reading Future movie consists contents tape various experts breaking offer opinions validity tape whether hoax contents tape seem madefortelevision feature future interspecies love futuritistic inventors plans destroy world aliens robots attempting thwart,12458.0,0.13191426,0.055638265,0.051771797,0.19646457,1,0.10469884,0.07688834,0.0059954245,0.023156246,2000.0
28903,55864,2350185,/m/075sbp,Teknolust,2002.0,,83.0,['English Language'],"['United States of America', 'United Kingdom', 'Germany']","['Parody', 'Romantic comedy', 'Sex comedy', 'Indie', 'Science Fiction', 'Drama', 'Comedy', 'Romantic drama', 'Black comedy', 'Romance Film']",2000.0,North America,"['Indie', 'Parody', 'Sex', 'Comedy', 'Romance', 'Science Fiction', 'Drama']",film scientist Rosetta Stone injects DNA three Self Replicating Automatons cyborg clones must habitually venture real world order obtain supply chromosome form semen keep alive Unfortunately periodic treks outside world seem leave males obtain chromosome strange virus overtakes bodies computers Unfortunately lust carries technology leaving males world aghast,27843.0,0.08112151,0.1341427,0.025709353,0.16255541,1,0.09127274,0.16344771,0.17501199,0.19160214,2002.0
29645,57387,21183787,/m/05c0gvm,Murder by Television,1935.0,,60.0,['English Language'],['United States of America'],"['Thriller', 'Crime Thriller', 'Suspense']",1930.0,North America,"['Thriller', 'Suspense']",James Houghland inventor new method television signals instantaneously sent anywhere world refuses sell process television companies send agents acquire invention way night initial broadcast Houghland mysteriously murdered middle demonstration falls Police Chief Nelson determine murderer many suspects present,28787.0,0.11581288,0.13312508,0.11681544,0.17539664,1,0.11379382,0.07704286,0.009178491,-0.008605523,1935.0
31106,60304,35002618,/m/0j63xqm,Afro@Digital,2002.0,,52.0,[],['Democratic Republic of the Congo'],['Documentary'],2000.0,Africa,['Documentary'],AfroDigital explores digital technology changed lives Africans instance marabout explains longer replies letter questions Africans living abroad uses cell phone Another eloquent illustration digital revolution Africa proliferation Internet cafés full young people raises challenging questions use technology various domains documenting humanitys memory also asks digital technology might used service African people tomorrow,15100.0,0.15757611,0.13766193,0.14228493,0.15568331,1,0.23560178,0.21422866,0.17789811,0.21527553,2002.0
31294,60664,4937126,/m/0cw152,Baltic Storm,2003.0,,113.0,['English Language'],"['United Kingdom', 'Germany']","['Thriller', 'Mystery', 'Drama', 'Political drama', 'Political thriller']",2000.0,Europe,"['Mystery', 'Thriller', 'Drama', 'Political']",plot portrays Swedish government responsible using ship covertly transport Russian hightech components United States story uncovered young female journalist unlike Rabe According Rabe divers hired Swedish government spent hours breaking cabins frantically searching black attaché case carried Russian space technology dealer Aleksandr Voronin highlighted US interest various Soviet technology including nuclearpowered satellites also suggested panic stability form nuclear device likely reason behind initial Swedish government suggestion burying wreck concrete highly unusual proposal wreck reminiscent Chernobyls sarcophagus,24922.0,0.16654229,0.36765146,0.14592347,0.2836956,1,0.1538288,0.11519055,0.18985255,0.12684974,2003.0
31804,61642,19033987,/m/0cc7g56,No Smoking,1955.0,,,['English Language'],['United Kingdom'],['Comedy'],1950.0,Europe,['Comedy'],scientist invents pill cure smokers nicotine addiction faces strong opposition tobacco industry governmenthttpwwwimdbcomtitlett0048427,20226.0,0.15926604,0.113135725,0.06204501,0.14568761,1,0.1270697,0.31226778,0.08996831,-0.020915102,1955.0
33357,64662,1131593,/m/048_91,Se Tutte le Donne del Mondo,1966.0,,106.0,['English Language'],"['United States of America', 'Italy']","['Parody', 'Comedy', 'Spy']",1960.0,North America,"['Comedy', 'Spy', 'Parody']",Brazilian industrialist plans sterilize human race use satellite personally repopulate planet beautiful women kidnapped holding suspended animation downtoearth CIA agent aristocratic female MI6 agent chauffeur driving RollsRoyce car filled spy gadgets team stop industrialist,3384.0,0.19998711,0.27943283,0.1291305,0.17843139,1,0.23847252,0.22447972,0.23642606,0.16860923,1966.0
33359,64665,4139200,/m/0bl59m,Kain XVIII,1963.0,,94.0,['Russian Language'],['Soviet Union'],"['Fantasy Comedy', 'Satire', 'Fantasy', 'Comedy', 'Romantic fantasy']",1960.0,Europe,"['Comedy', 'Romance', 'Satire', 'Fantasy']",famous inventor creates extrapowerful weaponmdashan explosive mosquito King Cain XVIII dreams conquering world marrying princess also loved Yan vagrant musician Yans love leads surmount many obstacles simultaneously thwart insidious plans king,25014.0,0.1522984,0.13674676,0.17679426,0.21641544,1,0.15680014,0.16546367,0.065915704,0.07128116,1963.0
33483,64920,16727553,/m/0404c48,My Eye for a Camera,2001.0,,75.0,"['French Language', 'English Language']",['Canada'],['Documentary'],2000.0,North America,['Documentary'],Fascinated power camera obsessed theories Russian film pioneer Dziga Vertov filmmaker decides get camera eye replace real eye lost child visionary quest begins operating table surgeon grafts prototype ocular implant eye socket Seeking microscopic camera could incorporated artificial eye could secretly film whatever sees filmmaker explores futuristic technology could make possible revisiting chapters past,23496.0,0.08439276,0.26535088,0.116194226,0.19053201,1,0.12431979,0.08343912,0.0559147,0.11856517,2001.0
33624,65207,3137992,/m/08tw45,Explorers,1985.0,9873044.0,109.0,['English Language'],['United States of America'],"['Science Fiction', 'Adventure', ""Children's/Family"", 'Fantasy', ""Children's Fantasy"", 'Family Film']",1980.0,North America,"['Fantasy', 'Science Fiction', 'Children', 'Action/Adventure', 'Family']",watching latenight monster movies Ben vivid dream flying spacelike circuit board shares visions best friend Wolfgang young scientific genius able translate dreams complex circuit board actually works one two experimental tests discover circuit board creates electorally generated sphere using computer steer make move anywhere three dimensions even far slamming solid walls help new friend Darren create homemade spacecraft old TiltAWhirl car naming Thunder Road embark secret adventure another galaxy find things always different seem,19825.0,0.0017787758,0.08811396,0.1029261,0.15002087,1,0.083392054,0.056755,0.026986301,0.13429275,1985.0
33676,65299,36465711,/m/0k97jrm,The Satisfiers of Alpha Blue,1980.0,,86.0,['English Language'],['United States of America'],['Pornographic movie'],1980.0,North America,['Pornography'],futuristic society called Alpha Blue sexual needs fulfilled computer Griffin happy state affairs spends time prostitutes Algon longs good old days love romance falls love Satisfier 805 Diana,23357.0,0.17213179,0.23083846,0.14535402,0.19513011,1,0.29607818,0.20769948,0.26811355,0.11234923,1980.0
34685,67163,12592136,/m/02wx0lk,Confess,2005.0,,87.0,['English Language'],['United States of America'],"['Thriller', 'Indie', 'Action/Adventure', 'Drama', 'Political thriller', 'Action', 'Political drama']",2000.0,North America,"['Indie', 'Thriller', 'Drama', 'Action/Adventure', 'Political']",Terroll Lessor computer genius unpleasant job decides use skills reprehensible parts society Along girlfriend played Ali Larter gains embarrassing information people believes immoral exposes information public garners attention police people wish harm results copycat crimes others admire,8831.0,0.16602242,0.21513768,0.18452325,0.15599896,1,0.24034274,0.223428,0.28427625,0.08344543,2005.0
34996,67753,34971621,/m/0j46g90,Made in Mauritius,2009.0,,7.0,[],[],['Short Film'],2000.0,Unknown,['Short Film'],village Island Mauritius Bissoon retired peasant problem morning first time twenty years fuse old radio blown village shop AhYan taken aback ancient device Fuses longer made AhYan tries convince Bissoon buy radio “made China” elderly man hesitates unsure AhYan decides explain benefits globalization,31936.0,0.22842956,0.18443273,0.12905574,0.09008455,1,0.32096726,0.14286396,0.19481467,0.1096632,2009.0
35083,67920,8080890,/m/026qr54,Habitat,1997.0,,120.0,['English Language'],"['Canada', 'Netherlands']","['Science Fiction', 'Horror', 'Indie']",1990.0,North America,"['Indie', 'Science Fiction', 'Horror']",future Earths ozone layer severely decreased size Symes family run fathers former employers government Hank Symes molecular biologist become obsessed saving world placed entire familys lives danger stop desert community hide continue work terrible accident occurs transforms Hank fantastic ethereal lifeform begins changing house huge botanical biosphere entity ability threaten enter son Andreas however experiencing things teenagers point view doesnt know able attend local school let alone fit local kids see weirdo wandered town matter Andreas feels father still around changing things others eventually even Andreas come see strange time living miracles still happen,21587.0,0.1022861,0.12861559,0.087885365,0.18221155,1,0.1698863,0.28131095,0.14863615,0.2218756,1997.0
35572,68871,29055439,/m/0dgp9mb,Embargo,2010.0,,83.0,[],[],"['Comedy film', 'Drama']",2010.0,Unknown,"['Comedy', 'Drama']",Nuno man working hot dog stand also invented machine promises revolutionize shoe industry foot scanner middle gasoline embargo finding strange predicament Nuno becomes mysteriously confined car finding life suddenly embargoed,18363.0,0.19458495,0.20271546,0.14623119,0.16524783,1,0.19618377,0.1992237,0.11694026,0.0058233086,2010.0
36189,70074,14743458,/m/03gw9dr,Transcendent Man,2009.0,,83.0,['English Language'],['United States of America'],"['Culture & Society', 'Inventions & Innovations', 'Documentary']",2000.0,North America,"['Culture & Society', 'Documentary', 'Inventions & Innovations']",Raymond Kurzweil noted inventor futurist man refuses accept inevitability physical death proposes Law Accelerating Returns—the exponential increase growth information technology—will result singularity point humanity machines merge allowing one transcend biological mortality advances genetics provide knowledge reprogram biology eliminate disease stop aging process nanotechnology keep humans healthy inside using robotic red blood cells provide humancomputer interface within brain robotics artificial intelligence make superhuman intelligence possible including ability back mind optimistic backdrop human machine evolution concerns Kurzweils predictions raised technology experts philosophers commentators Physician William B Hurlbut warns tragedy views Kurzweils claims lacking moderate approach necessitated biological science AI engineer Ben Goertzel champions transhumanist vision acknowledges possibility dystopian outcome AI researcher Hugo de Garis warns coming Artilect War godlike artificial intellects want build fight dont Kevin Warwick professor Cybernetics University Reading advocates benefits singularity suggests Terminator scenario could also occur Dean Kamen observes advances technology finally made immortality reasonable goal,35772.0,0.0013173679,0.073478565,0.091892555,0.10236746,1,0.11209958,0.1843482,0.10898903,0.09706661,2009.0
37402,72504,7596042,/m/0kvc36,Lawnmower Man 2: Beyond Cyberspace,1996.0,,92.0,['English Language'],['United States of America'],"['Science Fiction', 'Horror']",1990.0,North America,"['Science Fiction', 'Horror']",founder virtual reality Dr Benjamin Trace lost legal battle secure patent powerful worldwide communications chip ever invented Touted one operating system control others wrong hands Chiron Chip potential dominate society dependent computers corporate tycoon virtual reality entrepreneur Jonathan Walker Kevin Conway takes development Chiron Chip team discover Jobe Smith barely alive explosion end first film Reconstructing face hooking database plan use Jobe help perfect Chiron Chip Six years later 16yearold Peter Parkette computer hacker lives subways Los Angeles girlfriend two friends hooked cyberspace Jobe reconnects Peter asks find Dr Trace Peter finds Trace discover Jobe back old ways plots finish started first film Joining forces Traces former lover Trace Peter friends must go race time save world Jobes diabolical scheme face one last battle cyberspace end Trace defeats villain help Jobe turns back former good self,20924.0,0.11229053,0.11882892,0.072592616,0.12300436,1,0.08519818,0.13640907,-0.009677531,0.106341794,1996.0
37851,73412,10009844,/m/02pzn_1,Red Planet Mars,1952.0,,87.0,['English Language'],['United States of America'],"['Alien Film', 'Science Fiction', 'Propaganda film', 'Black-and-white']",1950.0,North America,"['Alien', 'Propaganda film', 'Black-and-white', 'Science Fiction']",American astronomer obtains images Mars suggesting largescale environmental changes occurring pace accomplished intelligent beings advanced technology time colleague claims contacting Mars radio first exchange mathematical concepts answers specific questions transmissions claim Mars utopia revelation leads political economic chaos especially Western hemisphere US government imposes news blackout first four messages reveal much later Earths people saved return worship God Revolution sweeps globe including Soviet Union doubts authenticity messages remain exNazi developed original communication device prototype wants announce duping Americans false messages secret Sovietfunded radio transmitter high Andes mountains South America mystery thickens appears messages may continued even secret transmitter destroyed avalanche,4340.0,0.18620795,0.27704406,0.10409288,0.20455162,1,0.13603662,0.096810915,0.052956462,0.068849534,1952.0
38038,73761,15838860,/m/03nwz56,Static,1986.0,,93.0,['English Language'],['United States of America'],"['Drama', 'Comedy-drama', 'Indie', 'Comedy']",1980.0,North America,"['Indie', 'Drama', 'Comedy']",quirky outofof place worker crucifix factory Bible Belt invents device claims show pictures Heaven Discouraged confused inability around see anything screenful static charismatically hijacks bus friendly elderly people order get media attention invention,5933.0,0.12306185,0.09251244,0.12635636,0.1263673,1,0.19703826,0.26871148,0.14015737,0.08427289,1986.0
38292,74261,25413191,/m/09k4j0j,End of the World,1977.0,,86.0,['English Language'],['United States of America'],"['Thriller', 'Mystery', 'Science Fiction', 'Fantasy', 'Sci-Fi Thriller']",1970.0,North America,"['Mystery', 'Thriller', 'Science Fiction', 'Fantasy']",Prof Andrew Boran research scientist discovers strange radio signals space appear originate Earth signals seem predict natural disasters occurring around globe wife decide investigate source signals end held captive convent thats infiltrated aliens invaders plan destroy world natural disasters human Father Pergad alien leader Zindar explain Earth hotbed disease cannot permitted continue polluting galaxy,16750.0,0.12469586,0.18018761,0.057023354,0.18975066,1,0.09337358,0.17125985,0.06285052,0.05372946,1977.0
38952,75521,35259556,/m/0j7k8pd,Jole Jongole,2012.0,,145.0,['Bengali Language'],['India'],[],2010.0,Asia,[nan],film based experiment done mad scientist comes lovable crocodile Like dolphins crocodile inplanted intelligence point NRI eyes project wants build Jurassic Park wants get control crocodile,14414.0,0.12395312,0.10411645,0.086778514,0.17481522,1,0.09857647,0.12116946,0.05385016,0.07982054,2012.0
39917,77328,6773386,/m/0gn7k5,The Errand Boy,1961.0,,92.0,['English Language'],['United States of America'],"['Comedy', 'Slapstick']",1960.0,North America,"['Slapstick', 'Comedy']",Paramutual Pictures decides need spy find inner workings studio Morty Tashman paperhanger happens working right outside window decide man job hire spot bumbles way series misadventures reporting everything back corporate executives,25260.0,0.1450043,0.18345219,0.1690399,0.1938505,1,0.25500453,0.18249306,0.11599679,0.14413613,1961.0
39983,77465,33457293,/m/0g4pl4_,Project Nim,2011.0,410077.0,93.0,['English Language'],"['United States of America', 'United Kingdom']","['Biography', 'Drama', 'Documentary']",2010.0,North America,"['Documentary', 'Drama', 'Biography']",film focuses Project Nim research project mounted determine whether primate raised close contact humans could develop limited language based American Sign Language project centered chimpanzee named Nim Chimpsky film also shows Nim passed 3 different teachers 2 project leaders current ex lovers raises questions seriously experiment performed,34309.0,0.1393727,0.14886345,0.11146246,0.1508778,1,0.11087809,0.20194323,0.13942756,0.110096246,2011.0
40530,78470,21651467,/m/05mxhxy,Cyclone,1987.0,41174.0,89.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Science Fiction', 'Action/Adventure', 'Action', 'Spy']",1980.0,North America,"['Thriller', 'Science Fiction', 'Spy', 'Action/Adventure', 'Fiction']",Rick developed ultimate motorcycle Cyclone 5 million bike equipped rocket launchers laser guns Rick meets fate girlfriend Teri keep Cyclone falling wrong hands Teri trust one,37165.0,0.18696874,0.13446055,0.19625041,0.16003492,1,0.16075829,0.11422494,0.092335485,0.037758328,1987.0
42028,81398,2820120,/m/084s4k,Solo,1996.0,5107669.0,94.0,"['English Language', 'Spanish Language']","['United States of America', 'Mexico']","['Thriller', 'Action/Adventure', 'Science Fiction', 'Action']",1990.0,North America,"['Thriller', 'Action/Adventure', 'Science Fiction']",Solo android designed military killing machine sent Central America General Haynes battle guerrilla insurgents flaw develops programming develops conscience compassion developers try take back deprogramming flees jungle helicopter main energy supply damaged first mission forcing switch much less powerful secondary power joins small village community constant threat guerilla attackers protects exchange use electric generator learns bluff eventually saves Solos life powerful version android developed sent jungle destroy,25683.0,0.21897508,0.16056105,0.12741406,0.2612555,1,0.15160215,0.14927348,0.0731582,0.12443737,1996.0
