Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Decade,Movie_continent,Grouped_genres
675947,/m/0320br,Hamburger Hill,1987.0,13839404.0,94.0,['English Language'],['United States of America'],"['Anti-war', 'Indie', 'Action/Adventure', 'Drama', 'War film', 'Action', 'Anti-war film', 'Combat Films']",1980.0,North America,"['Action/Adventure', 'Combat Films', 'Drama', 'Anti-war', 'Indie', 'War']"
13961496,/m/03cphpj,The White Silk Dress,2007.0,,104.0,['Vietnamese Language'],['Vietnam'],['Drama'],2000.0,Asia,['Drama']
31673426,/m/0gmgk7w,Vietnam: The Last Battle,,,51.0,[],[],['Documentary'],,Unknown,['Documentary']
2478590,/m/07gv6d,Tigerland,2000.0,139692.0,100.0,['English Language'],"['United States of America', 'Germany']","['Period piece', 'Drama', 'Indie', 'War film']",2000.0,North America,"['Indie', 'Drama', 'Period', 'War']"
1546168,/m/0599rp,Heaven & Earth,1993.0,,135.0,"['Vietnamese Language', 'English Language']","['France', 'United States of America']","['Docudrama', 'Period piece', 'Marriage Drama', 'Drama', 'War film', 'Biographical film', 'Action']",1990.0,Europe,"['Period', 'Action/Adventure', 'Drama', 'Biography', 'War']"
2527032,/m/07l0zj,The Anderson Platoon,1967.0,,65.0,"['French Language', 'English Language']","['France', 'United States of America']","['War film', 'World cinema', 'Documentary']",1960.0,Europe,"['World', 'Documentary', 'War']"
1660909,/m/05lh37,Operation Dumbo Drop,1995.0,24670346.0,92.0,['English Language'],['United States of America'],"['Adventure', 'Family Film', 'Animal Picture', 'Comedy', 'War film']",1990.0,North America,"['Action/Adventure', 'Animal', 'Family', 'Comedy', 'War']"
8777319,/m/027jcp7,Journey from the Fall,2007.0,,134.0,"['Vietnamese Language', 'English Language']","['United States of America', 'Vietnam']","['Drama', 'Indie', 'War film']",2000.0,North America,"['Indie', 'Drama', 'War']"
5999786,/m/0fjywp,The Quiet American,1958.0,,122.0,['English Language'],['United States of America'],"['Thriller', 'Political thriller', 'Drama', 'Political drama', 'Film adaptation']",1950.0,North America,"['Drama', 'Political', 'Thriller', 'Film adaptation']"
30170055,/m/0g597wy,Coordinates of Death,,,,['Russian Language'],"['Vietnam', 'Soviet Union']","['Drama', 'War film']",,Asia,"['Drama', 'War']"
10311825,/m/02q84rb,Good Guys Wear Black,1978.0,18300000.0,90.0,['English Language'],['United States of America'],"['Thriller', 'Action/Adventure', 'Action Thrillers', 'Action', 'Martial Arts Film']",1970.0,North America,"['Action/Adventure', 'Thriller', 'Martial Arts Film']"
34596327,/m/0j2955n,The Beast to Die,1980.0,,119.0,['Japanese Language'],['Japan'],"['Crime Fiction', 'Action', 'Drama']",1980.0,Asia,"['Action/Adventure', 'Drama', 'Fiction']"
6300081,/m/0f_zkm,Motorpsycho,1965.0,,74.0,['English Language'],['United States of America'],['Outlaw biker film'],1960.0,North America,['Outlaw biker film']
34393185,/m/040b_kb,The No Mercy Man,1973.0,,91.0,['English Language'],['United States of America'],"['Action', 'Drama']",1970.0,North America,"['Action/Adventure', 'Drama']"
5148441,/m/0d5027,Path to War,2002.0,,164.0,['English Language'],['United States of America'],"['Period piece', 'Television movie', 'Drama', 'Biographical film', 'Political drama']",2000.0,North America,"['Political', 'Period', 'Television', 'Drama', 'Biography']"
5257744,/m/0db6mh,Some Kind of Hero,1982.0,23671186.0,97.0,['English Language'],['United States of America'],"['Drama', 'Tragicomedy', 'Comedy-drama', 'Comedy', 'War film']",1980.0,North America,"['Tragedy', 'Comedy', 'Drama', 'War']"
18312560,/m/04cwt1x,War Made Easy: How Presidents & Pundits Keep Spinning Us to Death,2007.0,,73.0,['English Language'],['United States of America'],"['Political cinema', 'War film', 'Documentary']",2000.0,North America,"['Political', 'Documentary', 'War']"
24423022,/m/07scndl,The Crazy World of Julius Vrooder,1974.0,,98.0,['English Language'],['United States of America'],"['Drama', 'Comedy-drama', 'Comedy']",1970.0,North America,"['Comedy', 'Drama']"
1142326,/m/049zv5,The Green Berets,1968.0,21707027.0,141.0,"['Vietnamese Language', 'English Language']",['United States of America'],"['Combat Films', 'Drama', 'War film']",1960.0,North America,"['Combat Films', 'Drama', 'War']"
