Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Decade,Movie_continent,Grouped_genres,plot_summary
35002635,/m/0j65z4v,Al-Madina,2010.0,,14.0,['Spanish Language'],"['Spain', 'Morocco']","['Short Film', 'Biographical film', 'Documentary']",2010.0,Europe,"['Biography', 'Documentary', 'Short Film']","He traveled to another land, another sea, certain that he would find a better city, he was not aware that his city traveled with him. He sought other beings in this new city, but he found the same outskirt neighborhoods in which he was born. The poem by Constantine Kavafis, ""The City"", serves as the backdrop to the downhearted return of a Moroccan immigrant who lived in Spain from 2001 to 2010."
35016531,/m/0j65j9g,Le Mythe de la 5ème île,2007.0,,64.0,[],[],['Documentary'],2000.0,Unknown,['Documentary'],"This documentary explores the emigration myth. The main character’s curiosity takes him to London, a cosmopolitan city where one must fight to survive, before he joins other communities with different horizons. Why do people from so many nationalities end up on that piece of land? Were they looking for something better? A fifth island?"
13040208,/m/02z4b54,Journey to lasta,2004.0,,52.0,['English Language'],"['United States of America', 'Czech Republic']","['Indie', 'Musical', 'Drama', 'Comedy', 'Music', 'Musical Drama']",2000.0,North America,"['Indie', 'Comedy', 'Drama', 'Musical']","Inspired by a true story, the journey begins when three childhood friends from Ethiopia reunite at various stages in their mundane lives as struggling musicians. Together, they embark upon a musical mission to bring modern Ethiopian music to the world. Hardships, triumphs, and rude awakenings ultimately test their faith, friendship, and honor while struggling to make their music a success. Filled with pulsating rhythms, and a colorful cast of characters, Journey to Lasta brings an inspiring story of the ""underdog"" and vividly paints an honest and vibrant portrayal of the immigrant experience in America."
2661958,/m/07w5hm,A Lad from Old Ireland,1910.0,,,"['Silent film', 'English Language']","['United States of America', 'Ireland']","['Short Film', 'Silent film', 'Drama', 'Indie', 'Black-and-white']",1910.0,North America,"['Black-and-white', 'Short Film', 'Drama', 'Silent film', 'Indie']","An Irish boy  emigrates to America to escape the desperate poverty of Ireland. After becoming successful in his adopted country, he returns to retrieve his sweetheart  just as her destitute family is being forced off their land."
35661226,/m/0gx2ycm,Unexpected,2005.0,,50.0,[],['Italy'],['Documentary'],2000.0,Europe,['Documentary'],"Those who seek political asylum in Italy fear for their very survival. They are forced to wait for several years, are forbidden to work and receive no assistance from the State. They are not provided with lodging, food or information. The refugees set up communes, building shelters, squatting derelict buildings near to centres of agricultural employment and frequently move around according to the harvest season. They survive thanks to their network of solidarity, voluntary organizations and black market work. Starting in Rome where a vast community has squatted the old state railway warehouses next to Tiburtina station, the film traces stopovers in the journey of a nomadic population of asylum seekers who, crossing the Italian peninsula, must head for the centres of seasonal harvesting in order to survive. A geographical exploration of the exile of heroes, deserters and refugees from the wars in postcolonial Africa: the new migrants of Europe."
19081582,/m/04jnrk0,The Uninhibited,1965.0,,94.0,['Spanish Language'],"['France', 'Spain', 'Italy', 'West Germany']",['Drama'],1960.0,Europe,['Drama'],"A young man from Paris moves to a small Spanish village, to stay at a friend's house. He soon becomes involved in a love triangle with his friend and a local woman."
28146980,/m/0cm82sx,Spoken Word,,,116.0,[],[],['Drama'],,Unknown,['Drama'],A Latino San Francisco poet returns home to New Mexico to reconnect with his brother and dying father.
8907936,/m/027p5jb,Amigomío,1993.0,,114.0,"['Quechua', 'German Language', 'Spanish Language']","['Argentina', 'Germany']",['Drama'],1990.0,South America,['Drama'],"Escaping form the Argentinean dictatorship, a young father takes his son on a journey away from Buenos Aires and through the mystical world of rural South America."
27380492,/m/0bx_8_h,A Name for Evil,1973.0,,74.0,[],['United States of America'],['Horror'],1970.0,North America,['Horror'],"Dissatisfied with the family architectural business, a man and his wife pack up and move out to his great-grandfather's old house in the country. While trying to patch it up, the house starts to make it clear to him that it doesn't want him there, but the local church  seems to take a shine to him..."
11562433,/m/02rj7sc,Colossal Youth,2006.0,,156.0,['Portuguese Language'],"['France', 'Switzerland', 'Portugal']","['Drama', 'World cinema', 'Documentary']",2000.0,Europe,"['World', 'Drama', 'Documentary']","After the Portuguese government demolishes his slum and relocates him to a housing project on the outskirts of Lisbon, 75-year-old Cape Verde immigrant Ventura wanders between his new and old homes, reconnecting with people from his past."
35004885,/m/0j67hnf,Djiarama,2007.0,,75.0,"['French Language', 'Spanish Language']",['Spain'],['Documentary'],2000.0,Europe,['Documentary'],"A team from the Canary Island NGO, Nimba, travels through Conakry, Guinea, screening the documentary Europa: ¿paraíso o espejismo?  in which five Sub-Saharan immigrants recount their experiences as they traveled from Africa to the coast of the Canary Islands. People from different social groups talk about the country's situation, what leads people to leave and the possible solutions to a conflict that, unfortunately, is very in force."
28138586,/m/0cm980m,Touch and Go,1955.0,,85.0,['English Language'],['United Kingdom'],['Comedy film'],1950.0,Europe,['Comedy'],"Following an argument with a work superior, furniture designer Jim Fletcher quits his job in a fit of pique. He decides that England has nothing to offer him and the future for his family is in Australia. He eagerly sets about making emigration plans, and despite the fact that his wife and family are less than enthusiastic about moving to the other side of the world, he disregards their reservations and presses ahead. Practical and bureaucratic hitches continually threaten to derail the project. Jim must also deal with the opposition of his in-laws, finds himself missing his job, and starts to have doubts himself about the wisdom of the move. However the snags and pitfalls are finally sorted out and a firm departure date is set. Then two days before they are due to leave, the Fletchers' daughter meets, and instantly falls in love with, her ideal man. A good deal of heart-searching ensues before the Fletchers decide whether or not to go ahead with emigration."
28936551,/m/0dgs1t6,The Economics of Happiness,2011.0,,67.0,[],['Australia'],['Documentary'],2010.0,Oceania,['Documentary'],"The film features many voices from six continents calling for systemic economic change. The documentary describes a world moving simultaneously in two opposing directions. While government and big business continue to promote globalization and the consolidation of corporate power, people around the world are resisting those policies and working to forge a very different future. Communities are coming together to re-build more human scale, ecological economies based on a new paradigm: an economics of localization."
21759238,/m/05mz039,Destination Anywhere: The Film,1997.0,,45.0,['English Language'],['United States of America'],['Drama'],1990.0,North America,['Drama'],"""Destination Anywhere"" is a contemporary film noir set on the streets of a gritty, yet colorful Manhattan neighborhood. Jon Bon Jovi stars as JON, a man on the run from his home, his gambling debts, and his marriage. He is summoned back to New York to deal with his emotionally estranged wife, JANIE, an emergency room nurse who has never fully recovered from the hit-and-run death of their only child several years ago. Jon returns to chaos, Janie is out of control and his debts have caused his life to be in danger. He struggles to cope with the troubles at home, but has built walls that are too thick to penetrate and the problems only escalate between Jon and Janie. When an abandoned baby is found in a dumpster and brought to the hospital where Janie works, a series of events is set in motion that forces the couple to reassess the terms of their love, responsibility and commitment to one another.{{cite web}}"
20160611,/m/04yb3vf,Stowaway,2001.0,,95.0,"['Standard Cantonese', 'Standard Mandarin', 'Cantonese']",['Hong Kong'],"['Action/Adventure', 'Thriller', 'Action', 'Chinese Movies', 'World cinema']",2000.0,Asia,"['Action/Adventure', 'Chinese Movies', 'World', 'Thriller']","In June 2000, a group of Fuzhou people spend a fortune for various reasons to be smuggled to the United Kingdom. They are first sent to Quailin, before crossing the border to Vietnam. After waiting there for fake documents for flying to Moscow, they head to Holland. They are unable to travel to Moscow as the people smugglers are detected. The plan is changed and all the illegal immigrants have to travel to Ukraine by car, then walk across the border to the Czech Republic through snowstorms. They are able to sneak into Holland and hide in a truck to enter into the United Kingdom, but the airtight space in the truck results in the deaths of 58 people, leaving only 2 survivors."
31122462,/m/0gh6bxb,The Grand Escapade,1946.0,,70.0,['English Language'],['United Kingdom'],['Family Film'],1940.0,Europe,['Family'],"Three boys join an old traveller on his journey through Southern England, eventually helping to expose and capture some smugglers."
30862810,/m/0bbbxpx,Celeste in the City,2004.0,,120.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy film']",2000.0,North America,"['Comedy', 'Romance']","A small-town girl who just moved to Manhattan is taken under the wing of her gay cousin, a seasoned New Yorker."
22863682,/m/063_bgf,California Dreaming,1979.0,,93.0,[],['United States of America'],['Comedy'],1970.0,North America,['Comedy'],"A young man named T.T. moves from Chicago to California for the summer. He quickly becomes adapted to the new pace of life, learning several lessons along the way."
